,name,position,contacts_full_info,type_of_contact,links
98,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
99,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
100,Norbert Altenkamp,CDU/CSU,"{'norbert-altenkamp.de': 'http://www.norbert-altenkamp.de/', 'Facebook': 'https://www.facebook.com/AltenkampMdB/'}","norbert-altenkamp.de , Facebook","http://www.norbert-altenkamp.de/ , https://www.facebook.com/AltenkampMdB/"
101,Peter Altmaier,CDU/CSU,"{'peteraltmaier.de': 'http://www.peteraltmaier.de/', 'Facebook': 'https://de-de.facebook.com/peter.altmaier/', 'Twitter': 'https://twitter.com/peteraltmaier'}","peteraltmaier.de , Facebook , Twitter","http://www.peteraltmaier.de/ , https://de-de.facebook.com/peter.altmaier/ , https://twitter.com/peteraltmaier"
102,Philipp Amthor,CDU/CSU,"{'philipp-amthor.de': 'http://www.philipp-amthor.de/', 'Facebook': 'https://www.facebook.com/amthor.philipp/'}","philipp-amthor.de , Facebook","http://www.philipp-amthor.de/ , https://www.facebook.com/amthor.philipp/"
103,Luise Amtsberg,Alliance 90/The Greens,"{'luise-amtsberg.de': 'http://www.luise-amtsberg.de', 'Facebook': 'https://de-de.facebook.com/LuiseAmtsberg/', 'Instagram': 'https://www.instagram.com/amtsbergluise/?hl=de'}","luise-amtsberg.de , Facebook , Instagram","http://www.luise-amtsberg.de , https://de-de.facebook.com/LuiseAmtsberg/ , https://www.instagram.com/amtsbergluise/?hl=de"
104,Kerstin Andreae,Alliance 90/The Greens,{'Wahlkreis 281: Freiburg': '?wknr=281#scroll=mod'},Wahlkreis 281: Freiburg,?wknr=281#scroll=mod
105,Niels Annen,SPD,{'nielsannen.de': 'http://www.nielsannen.de'},nielsannen.de,http://www.nielsannen.de
106,Ingrid Arndt-Brauer,SPD,{'arndt-brauer.de': 'http://www.arndt-brauer.de'},arndt-brauer.de,http://www.arndt-brauer.de
107,Christine Aschenberg-Dugnus,FDP,"{'caschenbergdugnus.abgeordnete.fdpbt.de': 'https://caschenbergdugnus.abgeordnete.fdpbt.de/', 'Facebook': 'https://www.facebook.com/AschenbergDugnusMdB/', 'Twitter': 'https://twitter.com/cad59?lang=de', 'Instagram': 'https://www.instagram.com/aschenbergdugnus/?hl=de'}","caschenbergdugnus.abgeordnete.fdpbt.de , Facebook , Twitter , Instagram","https://caschenbergdugnus.abgeordnete.fdpbt.de/ , https://www.facebook.com/AschenbergDugnusMdB/ , https://twitter.com/cad59?lang=de , https://www.instagram.com/aschenbergdugnus/?hl=de"
108,Artur Auernhammer,CDU/CSU,{'Facebook': 'https://www.facebook.com/AuernhammerMdB'},Facebook,https://www.facebook.com/AuernhammerMdB
109,Peter Aumer,CDU/CSU,"{'peter-aumer.de': 'http://www.peter-aumer.de/', 'Facebook': 'https://www.facebook.com/PeAumer/'}","peter-aumer.de , Facebook","http://www.peter-aumer.de/ , https://www.facebook.com/PeAumer/"
110,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
111,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
112,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
113,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
114,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
115,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
116,Nezahat Baradari,SPD,"{'www.nezahat-baradari.de': 'https://www.nezahat-baradari.de/', 'Facebook': 'https://www.facebook.com/Baradari2017'}","www.nezahat-baradari.de , Facebook","https://www.nezahat-baradari.de/ , https://www.facebook.com/Baradari2017"
117,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
118,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
119,Doris Barnett,SPD,{'doris-barnett.de': 'http://www.Doris-Barnett.de'},doris-barnett.de,http://www.Doris-Barnett.de
120,Peter Altmaier,CDU/CSU,"{'peteraltmaier.de': 'http://www.peteraltmaier.de/', 'Facebook': 'https://de-de.facebook.com/peter.altmaier/', 'Twitter': 'https://twitter.com/peteraltmaier'}","peteraltmaier.de , Facebook , Twitter","http://www.peteraltmaier.de/ , https://de-de.facebook.com/peter.altmaier/ , https://twitter.com/peteraltmaier"
121,Philipp Amthor,CDU/CSU,"{'philipp-amthor.de': 'http://www.philipp-amthor.de/', 'Facebook': 'https://www.facebook.com/amthor.philipp/'}","philipp-amthor.de , Facebook","http://www.philipp-amthor.de/ , https://www.facebook.com/amthor.philipp/"
122,Luise Amtsberg,Alliance 90/The Greens,"{'luise-amtsberg.de': 'http://www.luise-amtsberg.de', 'Facebook': 'https://de-de.facebook.com/LuiseAmtsberg/', 'Instagram': 'https://www.instagram.com/amtsbergluise/?hl=de'}","luise-amtsberg.de , Facebook , Instagram","http://www.luise-amtsberg.de , https://de-de.facebook.com/LuiseAmtsberg/ , https://www.instagram.com/amtsbergluise/?hl=de"
123,Kerstin Andreae,Alliance 90/The Greens,{'Wahlkreis 281: Freiburg': '?wknr=281#scroll=mod'},Wahlkreis 281: Freiburg,?wknr=281#scroll=mod
124,Niels Annen,SPD,{'nielsannen.de': 'http://www.nielsannen.de'},nielsannen.de,http://www.nielsannen.de
125,Ingrid Arndt-Brauer,SPD,{'arndt-brauer.de': 'http://www.arndt-brauer.de'},arndt-brauer.de,http://www.arndt-brauer.de
126,Christine Aschenberg-Dugnus,FDP,"{'caschenbergdugnus.abgeordnete.fdpbt.de': 'https://caschenbergdugnus.abgeordnete.fdpbt.de/', 'Facebook': 'https://www.facebook.com/AschenbergDugnusMdB/', 'Twitter': 'https://twitter.com/cad59?lang=de', 'Instagram': 'https://www.instagram.com/aschenbergdugnus/?hl=de'}","caschenbergdugnus.abgeordnete.fdpbt.de , Facebook , Twitter , Instagram","https://caschenbergdugnus.abgeordnete.fdpbt.de/ , https://www.facebook.com/AschenbergDugnusMdB/ , https://twitter.com/cad59?lang=de , https://www.instagram.com/aschenbergdugnus/?hl=de"
127,Artur Auernhammer,CDU/CSU,{'Facebook': 'https://www.facebook.com/AuernhammerMdB'},Facebook,https://www.facebook.com/AuernhammerMdB
128,Peter Aumer,CDU/CSU,"{'peter-aumer.de': 'http://www.peter-aumer.de/', 'Facebook': 'https://www.facebook.com/PeAumer/'}","peter-aumer.de , Facebook","http://www.peter-aumer.de/ , https://www.facebook.com/PeAumer/"
129,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
130,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
131,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
132,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
133,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
134,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
135,Nezahat Baradari,SPD,"{'www.nezahat-baradari.de': 'https://www.nezahat-baradari.de/', 'Facebook': 'https://www.facebook.com/Baradari2017'}","www.nezahat-baradari.de , Facebook","https://www.nezahat-baradari.de/ , https://www.facebook.com/Baradari2017"
136,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
137,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
138,Doris Barnett,SPD,{'doris-barnett.de': 'http://www.Doris-Barnett.de'},doris-barnett.de,http://www.Doris-Barnett.de
139,Simone Barrientos,The Left Party,"{'simone-barrientos.de': 'http://simone-barrientos.de/', 'Facebook': 'https://www.facebook.com/simonebarrientosseite/'}","simone-barrientos.de , Facebook","http://simone-barrientos.de/ , https://www.facebook.com/simonebarrientosseite/"
140,Philipp Amthor,CDU/CSU,"{'philipp-amthor.de': 'http://www.philipp-amthor.de/', 'Facebook': 'https://www.facebook.com/amthor.philipp/'}","philipp-amthor.de , Facebook","http://www.philipp-amthor.de/ , https://www.facebook.com/amthor.philipp/"
141,Luise Amtsberg,Alliance 90/The Greens,"{'luise-amtsberg.de': 'http://www.luise-amtsberg.de', 'Facebook': 'https://de-de.facebook.com/LuiseAmtsberg/', 'Instagram': 'https://www.instagram.com/amtsbergluise/?hl=de'}","luise-amtsberg.de , Facebook , Instagram","http://www.luise-amtsberg.de , https://de-de.facebook.com/LuiseAmtsberg/ , https://www.instagram.com/amtsbergluise/?hl=de"
142,Kerstin Andreae,Alliance 90/The Greens,{'Wahlkreis 281: Freiburg': '?wknr=281#scroll=mod'},Wahlkreis 281: Freiburg,?wknr=281#scroll=mod
143,Niels Annen,SPD,{'nielsannen.de': 'http://www.nielsannen.de'},nielsannen.de,http://www.nielsannen.de
144,Ingrid Arndt-Brauer,SPD,{'arndt-brauer.de': 'http://www.arndt-brauer.de'},arndt-brauer.de,http://www.arndt-brauer.de
145,Christine Aschenberg-Dugnus,FDP,"{'caschenbergdugnus.abgeordnete.fdpbt.de': 'https://caschenbergdugnus.abgeordnete.fdpbt.de/', 'Facebook': 'https://www.facebook.com/AschenbergDugnusMdB/', 'Twitter': 'https://twitter.com/cad59?lang=de', 'Instagram': 'https://www.instagram.com/aschenbergdugnus/?hl=de'}","caschenbergdugnus.abgeordnete.fdpbt.de , Facebook , Twitter , Instagram","https://caschenbergdugnus.abgeordnete.fdpbt.de/ , https://www.facebook.com/AschenbergDugnusMdB/ , https://twitter.com/cad59?lang=de , https://www.instagram.com/aschenbergdugnus/?hl=de"
146,Artur Auernhammer,CDU/CSU,{'Facebook': 'https://www.facebook.com/AuernhammerMdB'},Facebook,https://www.facebook.com/AuernhammerMdB
147,Peter Aumer,CDU/CSU,"{'peter-aumer.de': 'http://www.peter-aumer.de/', 'Facebook': 'https://www.facebook.com/PeAumer/'}","peter-aumer.de , Facebook","http://www.peter-aumer.de/ , https://www.facebook.com/PeAumer/"
148,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
149,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
150,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
151,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
152,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
153,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
154,Nezahat Baradari,SPD,"{'www.nezahat-baradari.de': 'https://www.nezahat-baradari.de/', 'Facebook': 'https://www.facebook.com/Baradari2017'}","www.nezahat-baradari.de , Facebook","https://www.nezahat-baradari.de/ , https://www.facebook.com/Baradari2017"
155,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
156,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
157,Doris Barnett,SPD,{'doris-barnett.de': 'http://www.Doris-Barnett.de'},doris-barnett.de,http://www.Doris-Barnett.de
158,Simone Barrientos,The Left Party,"{'simone-barrientos.de': 'http://simone-barrientos.de/', 'Facebook': 'https://www.facebook.com/simonebarrientosseite/'}","simone-barrientos.de , Facebook","http://simone-barrientos.de/ , https://www.facebook.com/simonebarrientosseite/"
159,Norbert Barthle,CDU/CSU,{'barthle.de': 'http://www.barthle.de'},barthle.de,http://www.barthle.de
160,Luise Amtsberg,Alliance 90/The Greens,"{'luise-amtsberg.de': 'http://www.luise-amtsberg.de', 'Facebook': 'https://de-de.facebook.com/LuiseAmtsberg/', 'Instagram': 'https://www.instagram.com/amtsbergluise/?hl=de'}","luise-amtsberg.de , Facebook , Instagram","http://www.luise-amtsberg.de , https://de-de.facebook.com/LuiseAmtsberg/ , https://www.instagram.com/amtsbergluise/?hl=de"
161,Kerstin Andreae,Alliance 90/The Greens,{'Wahlkreis 281: Freiburg': '?wknr=281#scroll=mod'},Wahlkreis 281: Freiburg,?wknr=281#scroll=mod
162,Niels Annen,SPD,{'nielsannen.de': 'http://www.nielsannen.de'},nielsannen.de,http://www.nielsannen.de
163,Ingrid Arndt-Brauer,SPD,{'arndt-brauer.de': 'http://www.arndt-brauer.de'},arndt-brauer.de,http://www.arndt-brauer.de
164,Christine Aschenberg-Dugnus,FDP,"{'caschenbergdugnus.abgeordnete.fdpbt.de': 'https://caschenbergdugnus.abgeordnete.fdpbt.de/', 'Facebook': 'https://www.facebook.com/AschenbergDugnusMdB/', 'Twitter': 'https://twitter.com/cad59?lang=de', 'Instagram': 'https://www.instagram.com/aschenbergdugnus/?hl=de'}","caschenbergdugnus.abgeordnete.fdpbt.de , Facebook , Twitter , Instagram","https://caschenbergdugnus.abgeordnete.fdpbt.de/ , https://www.facebook.com/AschenbergDugnusMdB/ , https://twitter.com/cad59?lang=de , https://www.instagram.com/aschenbergdugnus/?hl=de"
165,Artur Auernhammer,CDU/CSU,{'Facebook': 'https://www.facebook.com/AuernhammerMdB'},Facebook,https://www.facebook.com/AuernhammerMdB
166,Peter Aumer,CDU/CSU,"{'peter-aumer.de': 'http://www.peter-aumer.de/', 'Facebook': 'https://www.facebook.com/PeAumer/'}","peter-aumer.de , Facebook","http://www.peter-aumer.de/ , https://www.facebook.com/PeAumer/"
167,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
168,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
169,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
170,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
171,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
172,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
173,Nezahat Baradari,SPD,"{'www.nezahat-baradari.de': 'https://www.nezahat-baradari.de/', 'Facebook': 'https://www.facebook.com/Baradari2017'}","www.nezahat-baradari.de , Facebook","https://www.nezahat-baradari.de/ , https://www.facebook.com/Baradari2017"
174,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
175,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
176,Doris Barnett,SPD,{'doris-barnett.de': 'http://www.Doris-Barnett.de'},doris-barnett.de,http://www.Doris-Barnett.de
177,Simone Barrientos,The Left Party,"{'simone-barrientos.de': 'http://simone-barrientos.de/', 'Facebook': 'https://www.facebook.com/simonebarrientosseite/'}","simone-barrientos.de , Facebook","http://simone-barrientos.de/ , https://www.facebook.com/simonebarrientosseite/"
178,Norbert Barthle,CDU/CSU,{'barthle.de': 'http://www.barthle.de'},barthle.de,http://www.barthle.de
179,Matthias Bartke,SPD,{'Wahlkreis 019: Hamburg-Altona': '?wknr=019#scroll=mod'},Wahlkreis 019: Hamburg-Altona,?wknr=019#scroll=mod
180,Kerstin Andreae,Alliance 90/The Greens,{'Wahlkreis 281: Freiburg': '?wknr=281#scroll=mod'},Wahlkreis 281: Freiburg,?wknr=281#scroll=mod
181,Niels Annen,SPD,{'nielsannen.de': 'http://www.nielsannen.de'},nielsannen.de,http://www.nielsannen.de
182,Ingrid Arndt-Brauer,SPD,{'arndt-brauer.de': 'http://www.arndt-brauer.de'},arndt-brauer.de,http://www.arndt-brauer.de
183,Christine Aschenberg-Dugnus,FDP,"{'caschenbergdugnus.abgeordnete.fdpbt.de': 'https://caschenbergdugnus.abgeordnete.fdpbt.de/', 'Facebook': 'https://www.facebook.com/AschenbergDugnusMdB/', 'Twitter': 'https://twitter.com/cad59?lang=de', 'Instagram': 'https://www.instagram.com/aschenbergdugnus/?hl=de'}","caschenbergdugnus.abgeordnete.fdpbt.de , Facebook , Twitter , Instagram","https://caschenbergdugnus.abgeordnete.fdpbt.de/ , https://www.facebook.com/AschenbergDugnusMdB/ , https://twitter.com/cad59?lang=de , https://www.instagram.com/aschenbergdugnus/?hl=de"
184,Artur Auernhammer,CDU/CSU,{'Facebook': 'https://www.facebook.com/AuernhammerMdB'},Facebook,https://www.facebook.com/AuernhammerMdB
185,Peter Aumer,CDU/CSU,"{'peter-aumer.de': 'http://www.peter-aumer.de/', 'Facebook': 'https://www.facebook.com/PeAumer/'}","peter-aumer.de , Facebook","http://www.peter-aumer.de/ , https://www.facebook.com/PeAumer/"
186,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
187,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
188,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
189,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
190,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
191,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
192,Nezahat Baradari,SPD,"{'www.nezahat-baradari.de': 'https://www.nezahat-baradari.de/', 'Facebook': 'https://www.facebook.com/Baradari2017'}","www.nezahat-baradari.de , Facebook","https://www.nezahat-baradari.de/ , https://www.facebook.com/Baradari2017"
193,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
194,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
195,Doris Barnett,SPD,{'doris-barnett.de': 'http://www.Doris-Barnett.de'},doris-barnett.de,http://www.Doris-Barnett.de
196,Simone Barrientos,The Left Party,"{'simone-barrientos.de': 'http://simone-barrientos.de/', 'Facebook': 'https://www.facebook.com/simonebarrientosseite/'}","simone-barrientos.de , Facebook","http://simone-barrientos.de/ , https://www.facebook.com/simonebarrientosseite/"
197,Norbert Barthle,CDU/CSU,{'barthle.de': 'http://www.barthle.de'},barthle.de,http://www.barthle.de
198,Matthias Bartke,SPD,{'Wahlkreis 019: Hamburg-Altona': '?wknr=019#scroll=mod'},Wahlkreis 019: Hamburg-Altona,?wknr=019#scroll=mod
199,Sören Bartol,SPD,{'bartol.de': 'http://www.bartol.de/'},bartol.de,http://www.bartol.de/
200,Niels Annen,SPD,{'nielsannen.de': 'http://www.nielsannen.de'},nielsannen.de,http://www.nielsannen.de
201,Ingrid Arndt-Brauer,SPD,{'arndt-brauer.de': 'http://www.arndt-brauer.de'},arndt-brauer.de,http://www.arndt-brauer.de
202,Christine Aschenberg-Dugnus,FDP,"{'caschenbergdugnus.abgeordnete.fdpbt.de': 'https://caschenbergdugnus.abgeordnete.fdpbt.de/', 'Facebook': 'https://www.facebook.com/AschenbergDugnusMdB/', 'Twitter': 'https://twitter.com/cad59?lang=de', 'Instagram': 'https://www.instagram.com/aschenbergdugnus/?hl=de'}","caschenbergdugnus.abgeordnete.fdpbt.de , Facebook , Twitter , Instagram","https://caschenbergdugnus.abgeordnete.fdpbt.de/ , https://www.facebook.com/AschenbergDugnusMdB/ , https://twitter.com/cad59?lang=de , https://www.instagram.com/aschenbergdugnus/?hl=de"
